1202,MH560302/2015-16/45534056,7.28000 MAl ,0.27000 N   ,,0.39000 L ,,0.00000 VL,6.14029 L ,454.15000 H ,0.00000 D,0.31000 D,2.77000 D,,1.37000 S,7.77000 S,0.00000 D
1203,MH560302/2015-16/45534058,7.54000 MAl ,0.22000 N   ,,0.36000 L ,,0.00000 VL,9.64902 L ,327.41000 M ,0.00000 D,0.22000 D,1.81000 D,,1.30000 S,9.28000 S,0.00000 D
1204,MH560302/2015-16/45534060,7.39000 MAl ,0.28000 N   ,,0.45000 L ,,0.00000 VL,7.89466 L ,675.94000 VH,0.00000 D,0.27000 D,2.24000 D,,1.28000 S,7.20000 S,0.00000 D
1205,MH560302/2015-16/45534062,7.35000 MAl ,0.26000 N   ,,0.30000 L ,,0.00000 VL,7.67536 L ,464.71000 H ,0.00000 D,0.23000 D,2.70000 D,,1.22000 S,8.14000 S,0.00000 D
1206,MH560302/2015-16/45544398,7.33000 MAl ,0.25000 N   ,,0.19500 VL,,0.00000 VL,4.60522 VL,390.78000 H ,0.00000 D,0.22000 D,3.28000 D,,2.39000 S,7.31000 S,0.00000 D
1207,MH560302/2015-16/45544417,7.85000 MAl ,0.31000 N   ,,0.30000 L ,,0.00000 VL,5.26310 L ,359.09000 H ,0.00000 D,0.43000 D,1.07000 D,,1.77000 S,11.05000 S,0.00000 D
1208,MH560302/2015-16/45545199,7.42000 MAl ,0.19000 N   ,,0.21000 VL,,0.00000 VL,8.33325 L ,411.90000 H ,0.00000 D,0.18000 D,2.85000 D,,1.90000 S,5.18000 S,0.00000 D
1209,MH560302/2015-16/45545204,7.56000 MAl ,0.20000 N   ,,0.15000 VL,,0.00000 VL,10.52621 M ,401.34000 H ,0.00000 D,0.17000 D,2.29000 D,,2.11000 S,10.27000 S,0.00000 D
1210,MH560302/2015-16/45545209,7.50000 MAl ,0.17000 N   ,,0.13500 VL,,0.00000 VL,14.25424 M ,274.60000 M ,0.00000 D,0.21000 D,4.92000 S,,2.27000 S,9.42000 S,0.00000 D
1211,MH560302/2015-16/45545214,7.80000 MAl ,0.19000 N   ,,0.13500 VL,,0.00000 VL,7.67536 L ,538.64000 H ,0.00000 D,0.18000 D,3.93000 D,,1.38000 S,10.36000 S,0.00000 D
1212,MH560302/2015-16/45545218,7.42000 MAl ,0.13000 N   ,,0.21000 VL,,0.00000 VL,12.93846 M ,380.22000 H ,0.00000 D,0.19000 D,2.64000 D,,1.65000 S,7.48000 S,0.00000 D
1213,MH560302/2015-16/45545222,7.44000 MAl ,0.13000 N   ,,0.19500 VL,,0.00000 VL,14.03494 M ,316.85000 M ,0.00000 D,0.23000 D,0.06000 D,,1.91000 S,9.12000 S,0.00000 D
1214,MH560302/2015-16/45545227,7.33000 MAl ,0.17000 N   ,,0.19500 VL,,0.00000 VL,5.70170 L ,348.53000 H ,0.00000 D,0.12000 D,2.89000 D,,2.87000 S,5.38000 S,0.00000 D
1215,MH560302/2015-16/45545232,7.51000 MAl ,0.17000 N   ,,0.18000 VL,,0.00000 VL,6.35958 L ,337.97000 H ,0.00000 D,0.19000 D,2.72000 D,,2.32000 S,9.12000 S,0.00000 D
1216,MH560302/2015-16/45545236,7.56000 MAl ,0.16000 N   ,,0.15000 VL,,0.00000 VL,9.64902 L ,274.60000 M ,0.00000 D,0.19000 D,2.67000 D,,2.14000 S,7.24000 S,0.00000 D
1217,MH560302/2015-16/45545240,7.66000 MAl ,0.17000 N   ,,0.13500 VL,,0.00000 VL,11.84198 M ,369.66000 H ,0.00000 D,0.18000 D,2.67000 D,,2.05000 S,8.24000 S,0.00000 D
1218,MH560302/2015-16/45545245,7.29000 MAl ,0.15000 N   ,,0.13500 VL,,0.00000 VL,5.92099 L ,390.78000 H ,0.00000 D,0.19000 D,2.86000 D,,2.44000 S,7.35000 S,0.00000 D
1219,MH560302/2015-16/45545249,7.64000 MAl ,0.15000 N   ,,0.21000 VL,,0.00000 VL,14.91213 M ,316.85000 M ,0.00000 D,0.29000 D,2.87000 D,,2.15000 S,10.89000 S,0.00000 D
1220,MH560302/2015-16/45545252,7.63000 MAl ,0.12000 N   ,,0.19500 VL,,0.00000 VL,6.57888 L ,274.60000 M ,0.00000 D,0.26000 D,2.68000 D,,1.77000 S,12.24000 S,0.00000 D
1221,MH560302/2015-16/45545257,7.56000 MAl ,0.15000 N   ,,0.21000 VL,,0.00000 VL,14.25424 M ,538.64000 H ,0.00000 D,0.28000 D,2.99000 D,,2.62000 S,6.64000 S,0.00000 D
1222,MH560302/2015-16/45545261,7.44000 MAl ,0.24000 N   ,,0.16500 VL,,0.00000 VL,7.67536 L ,517.52000 H ,0.00000 D,0.39000 D,3.85000 D,,1.74000 S,4.02000 S,0.00000 D
1223,MH560302/2015-16/45545265,7.71000 MAl ,0.25000 N   ,,0.15000 VL,,0.00000 VL,5.04381 L ,443.59000 H ,0.00000 D,0.17000 D,4.04000 D,,2.17000 S,12.80000 S,0.00000 D
1224,MH560302/2015-16/45545271,7.24000 MAl ,0.14000 N   ,,0.15000 VL,,0.00000 VL,10.30691 M ,390.78000 H ,0.00000 D,0.22000 D,2.82000 D,,1.73000 S,10.91000 S,0.00000 D
1225,MH560302/2015-16/45545273,7.39000 MAl ,0.15000 N   ,,0.13500 VL,,0.00000 VL,5.04381 L ,496.40000 H ,0.00000 D,0.19000 D,2.45000 D,,1.70000 S,4.80000 S,0.00000 D
1226,MH560302/2015-16/45545275,7.24000 MAl ,0.17000 N   ,,0.15000 VL,,0.00000 VL,12.71917 M ,411.90000 H ,0.00000 D,0.14000 D,2.53000 D,,2.06000 S,6.87000 S,0.00000 D
1227,MH560302/2015-16/45545277,7.41000 MAl ,0.19000 N   ,,0.24000 VL,,0.00000 VL,12.49987 M ,401.34000 H ,0.00000 D,0.26000 D,2.96000 D,,1.81000 S,6.45000 S,0.00000 D
1228,MH560302/2015-16/45545280,7.57000 MAl ,0.35000 N   ,,0.22500 VL,,0.00000 VL,5.04381 L ,433.03000 H ,0.00000 D,0.18000 D,3.48000 D,,1.93000 S,10.91000 S,0.00000 D
1229,MH560302/2015-16/45545282,7.28000 MAl ,0.31000 N   ,,0.21000 VL,,0.00000 VL,5.48240 L ,443.59000 H ,0.00000 D,0.24000 D,2.35000 D,,1.25000 S,7.24000 S,0.00000 D
1230,MH560302/2015-16/45545284,7.36000 MAl ,0.34000 N   ,,0.19500 VL,,0.00000 VL,6.79818 L ,422.46000 H ,0.00000 D,0.16000 D,1.91000 D,,1.05000 S,4.05000 S,0.00000 D
1231,MH560302/2015-16/45546474,7.61000 MAl ,0.17000 N   ,,0.19500 VL,,0.00000 VL,9.64902 L ,359.09000 H ,0.00000 D,0.12000 D,3.37000 D,,2.28000 S,9.36000 S,0.00000 D
1232,MH560302/2015-16/45546476,7.57000 MAl ,0.12000 N   ,,0.18000 VL,,0.00000 VL,13.37706 M ,337.97000 H ,0.00000 D,0.21000 D,3.55000 D,,2.06000 S,5.55000 S,0.00000 D
1233,MH560302/2015-16/45546478,7.29000 MAl ,0.13000 N   ,,0.16500 VL,,0.00000 VL,5.26310 L ,274.60000 M ,0.00000 D,0.35000 D,2.10000 D,,1.54000 S,7.21000 S,0.00000 D
1234,MH560302/2015-16/45546480,7.24000 MAl ,0.13000 N   ,,0.15000 VL,,0.00000 VL,7.23677 L ,411.90000 H ,0.00000 D,0.15000 D,3.00000 D,,1.87000 S,12.33000 S,0.00000 D
1235,MH560302/2015-16/45546482,7.40000 MAl ,0.27000 N   ,,0.15000 VL,,0.00000 VL,8.77184 L ,295.72000 M ,0.00000 D,0.20000 D,3.75000 D,,1.97000 S,14.63000 S,0.00000 D
1236,MH560302/2015-16/45546484,7.63000 MAl ,0.25000 N   ,,0.19500 VL,,0.00000 VL,6.35958 L ,390.78000 H ,0.00000 D,0.17000 D,3.32000 D,,1.84000 S,7.71000 S,0.00000 D
1237,MH560302/2015-16/45546486,7.52000 MAl ,0.48000 N   ,,0.18000 VL,,0.00000 VL,6.57888 L ,327.41000 M ,0.00000 D,0.18000 D,3.31000 D,,1.94000 S,7.71000 S,0.00000 D
1238,MH560302/2015-16/45546488,7.74000 MAl ,0.30000 N   ,,0.16500 VL,,0.00000 VL,9.42973 L ,327.41000 M ,0.00000 D,0.16000 D,3.00000 D,,1.70000 S,7.79000 S,0.00000 D
1239,MH560302/2015-16/45546490,7.70000 MAl ,0.37000 N   ,,0.16500 VL,,0.00000 VL,10.52621 M ,369.66000 H ,0.00000 D,0.21000 D,1.22000 D,,1.74000 S,9.35000 S,0.00000 D
1240,MH560302/2015-16/45546491,7.63000 MAl ,0.15000 N   ,,0.15000 VL,,0.00000 VL,76.75360 VH,369.66000 H ,0.00000 D,0.42000 D,1.43000 D,,1.11000 S,8.14000 S,0.00000 D
1241,MH560302/2015-16/45546493,7.99000 MAl ,0.25000 N   ,,0.21000 VL,,0.00000 VL,6.57888 L ,306.29000 M ,0.00000 D,0.26000 D,1.12000 D,,1.22000 S,7.21000 S,0.00000 D
1242,MH560302/2015-16/45546495,8.00000 MAl ,0.22000 N   ,,0.19500 VL,,0.00000 VL,4.82451 VL,380.22000 H ,0.00000 D,0.21000 D,2.96000 D,,1.28000 S,10.12000 S,0.00000 D
1243,MH560302/2015-16/45546497,7.84000 MAl ,0.31000 N   ,,0.13500 VL,,0.00000 VL,7.01747 L ,464.71000 H ,0.00000 D,0.24000 D,2.54000 D,,1.25000 S,10.21000 S,0.00000 D
1244,MH560302/2015-16/45546499,7.86000 MAl ,0.38000 N   ,,0.30000 L ,,0.00000 VL,8.99114 L ,422.46000 H ,0.00000 D,0.26000 D,1.92000 D,,1.79000 S,7.35000 S,0.00000 D
1245,MH560302/2015-16/45546501,7.72000 MAl ,0.29000 N   ,,0.42000 L ,,0.00000 VL,11.40339 M ,306.29000 M ,0.00000 D,0.29000 D,2.35000 D,,1.90000 S,12.24000 S,0.00000 D
1246,MH560302/2015-16/45546503,7.70000 MAl ,0.42000 N   ,,0.30000 L ,,0.00000 VL,6.79818 L ,390.78000 H ,0.00000 D,0.18000 D,1.37000 D,,1.76000 S,12.38000 S,0.00000 D
1247,MH560302/2015-16/45546505,7.81000 MAl ,0.36000 N   ,,0.42000 L ,,0.00000 VL,12.28058 M ,285.16000 M ,0.00000 D,0.22000 D,1.67000 D,,1.66000 S,11.30000 S,0.00000 D
1248,MH560302/2015-16/45546508,7.99000 MAl ,0.30000 N   ,,0.39000 L ,,0.00000 VL,7.67536 L ,348.53000 H ,0.00000 D,0.51000 D,1.23000 D,,1.63000 S,10.12000 S,0.00000 D
1249,MH560302/2015-16/45546510,7.99000 MAl ,0.30000 N   ,,0.42000 L ,,0.00000 VL,7.23677 L ,359.09000 H ,0.00000 D,0.33000 D,2.47000 D,,1.55000 S,9.18000 S,0.00000 D
,Total No Gunjoti,"AS - 0
SrAc - 0
HAc - 0
MAc - 0
SlAc - 0
N - 0
MAl - 77
SlAl - 0
",L-  0,,"L - 39
VL - 38 
M - 0
H - 0
VH - 0",,"L - 0
VL - 77
M - 0
H - 0
VH - 0","L - 56
VL - 3 
M - 17
H - 0
VH - 1","L - 0
VL - 0 
M - 25
H - 51
VH - 1","S - 0
D - 77","S - 1
D - 76","S - 1
D - 76
",,"S - 77 
D - 0
","S - 77
D - 0
","S - 0
D - 77
"
,Village: HAGDAL,,,,,,,,,,,,,,,
1250,MH560342/2015-16/45533962,7.77000 MAl ,0.22000 N   ,,0.39000 L ,,0.00000 VL,5.92099 L ,390.78000 H ,0.00000 D,0.11000 D,1.58000 D,,2.35000 S,6.28000 S,0.00000 D
1251,MH560342/2015-16/45534013,7.50000 MAl ,0.33000 N   ,,0.60000 M ,,0.00000 VL,18.20157 M ,411.90000 H ,0.00000 D,0.13000 D,1.86000 D,,2.17000 S,6.34000 S,0.00000 D
1252,MH560342/2015-16/45534064,7.22000 MAl ,0.31000 N   ,,0.45000 L ,,0.00000 VL,7.01747 L ,401.34000 H ,0.00000 D,0.19000 D,1.94000 D,,2.20000 S,6.79000 S,0.00000 D
1253,MH560342/2015-16/45534066,7.47000 MAl ,0.25000 N   ,,0.30000 L ,,0.00000 VL,13.81565 M ,369.66000 H ,0.00000 D,0.19000 D,1.94000 D,,2.20000 S,6.79000 S,0.00000 D
1254,MH560342/2015-16/45534068,7.36000 MAl ,0.25000 N   ,,0.15000 VL,,0.00000 VL,8.33325 L ,390.78000 H ,0.00000 D,0.19000 D,1.94000 D,,2.20000 S,6.79000 S,0.00000 D
1255,MH560342/2015-16/45534070,7.52000 MAl ,0.24000 N   ,,0.63000 M ,,0.00000 VL,10.96480 M ,411.90000 H ,0.00000 D,0.13000 D,1.86000 D,,2.17000 S,6.34000 S,0.00000 D
1256,MH560342/2015-16/45534071,7.38000 MAl ,0.29000 N   ,,0.63000 M ,,0.00000 VL,3.72803 VL,390.78000 H ,0.00000 D,0.13000 D,1.86000 D,,2.17000 S,6.34000 S,0.00000 D
1257,MH560342/2015-16/45534074,7.48000 MAl ,0.33000 N   ,,0.30000 L ,,0.00000 VL,9.86832 L ,411.90000 H ,0.00000 D,0.10000 D,1.77000 D,,2.17000 S,6.28000 S,0.00000 D
1258,MH560342/2015-16/45534076,7.51000 MAl ,0.32000 N   ,,0.54000 M ,,0.00000 VL,8.33325 L ,390.78000 H ,0.00000 D,0.10000 D,1.77000 D,,2.18000 S,6.28000 S,0.00000 D
1259,MH560342/2015-16/45534078,7.36000 MAl ,0.33000 N   ,,0.72000 M ,,0.00000 VL,5.04381 L ,443.59000 H ,0.00000 D,0.10000 D,1.77000 D,,2.18000 S,6.28000 S,0.00000 D
1260,MH560342/2015-16/45534080,7.43000 MAl ,0.36000 N   ,,0.69000 M ,,0.00000 VL,3.07014 VL,475.27000 H ,0.00000 D,0.10000 D,1.77000 D,,1.99000 S,6.28000 S,0.00000 D
1261,MH560342/2015-16/45534082,7.45000 MAl ,0.34000 N   ,,0.69000 M ,,0.00000 VL,12.49987 M ,422.46000 H ,0.00000 D,0.10000 D,1.96000 D,,1.99000 S,6.37000 S,0.00000 D
1262,MH560342/2015-16/45534084,7.34500 MAl ,0.35000 N   ,,0.60000 M ,,0.00000 VL,8.55254 L ,274.60000 M ,0.00000 D,0.10000 D,1.96000 D,,1.99000 S,6.37000 S,0.00000 D
1263,MH560342/2015-16/45534086,7.33000 MAl ,0.30000 N   ,,0.78000 H ,,0.00000 VL,3.94733 VL,380.22000 H ,0.00000 D,0.10000 D,1.96000 D,,1.99000 S,6.37000 S,0.00000 D
1264,MH560342/2015-16/45534088,7.40000 MAl ,0.28000 N   ,,0.84000 H ,,0.00000 VL,18.20157 M ,380.22000 H ,0.00000 D,0.12000 D,1.63000 D,,1.99000 S,6.48000 S,0.00000 D
1265,MH560342/2015-16/45534089,7.43000 MAl ,0.35000 N   ,,0.75000 M ,,0.00000 VL,6.14029 L ,401.34000 H ,0.00000 D,0.12000 D,1.63000 D,,1.99000 S,6.48000 S,0.00000 D
1266,MH560342/2015-16/45534091,7.45000 MAl ,0.35000 N   ,,0.60000 M ,,0.00000 VL,4.16662 VL,422.46000 H ,0.00000 D,0.12000 D,1.63000 D,,1.99000 S,6.48000 S,0.00000 D
1267,MH560342/2015-16/45534093,7.39000 MAl ,0.35000 N   ,,0.72000 M ,,0.00000 VL,2.63155 VL,295.72000 M ,0.00000 D,0.10000 D,1.58000 D,,1.95000 S,6.48000 S,0.00000 D
1268,MH560342/2015-16/45534094,7.50000 MAl ,0.30000 N   ,,0.36000 L ,,0.00000 VL,2.85085 VL,327.41000 M ,0.00000 D,0.10000 D,1.58000 D,,1.95000 S,6.79000 S,0.00000 D
1269,MH560342/2015-16/45534096,7.32000 MAl ,0.32000 N   ,,0.63000 M ,,0.00000 VL,4.38592 VL,337.97000 H ,0.00000 D,0.10000 D,1.58000 D,,1.95000 S,6.79000 S,0.00000 D
1270,MH560342/2015-16/45534098,7.29000 MAl ,0.27000 N   ,,0.84000 H ,,0.00000 VL,3.72803 VL,295.72000 M ,0.00000 D,0.10000 D,1.58000 D,,1.95000 S,6.79000 S,0.00000 D
1271,MH560342/2015-16/45534100,7.20000 MAl ,0.27000 N   ,,0.75000 M ,,0.00000 VL,6.79818 L ,348.53000 H ,0.00000 D,0.11000 D,1.09000 D,,2.16000 S,6.77000 S,0.00000 D
1272,MH560342/2015-16/45546989,7.27000 MAl ,0.29000 N   ,,0.72000 M ,,0.00000 VL,3.07014 VL,443.59000 H ,0.00000 D,0.11000 D,1.09000 D,,2.16000 S,6.77000 S,0.00000 D
1273,MH560342/2015-16/45546991,7.14000 MAl ,0.32000 N   ,,0.75000 M ,,0.00000 VL,3.94733 VL,485.83000 H ,0.00000 D,0.11000 D,1.09000 D,,2.16000 S,6.77000 S,0.00000 D
1274,MH560342/2015-16/45546993,7.12000 MAl ,0.28000 N   ,,0.75000 M ,,0.00000 VL,2.41226 VL,433.03000 H ,0.00000 D,0.11000 D,1.09000 D,,2.02000 S,5.90000 S,0.00000 D
1275,MH560342/2015-16/45546994,7.15000 MAl ,0.36000 N   ,,0.63000 M ,,0.00000 VL,12.28058 M ,454.15000 H ,0.00000 D,0.13000 D,1.94000 D,,2.02000 S,5.90000 S,0.00000 D
1276,MH560342/2015-16/45546996,7.95000 MAl ,0.31000 N   ,,0.75000 M ,,0.00000 VL,3.50874 VL,443.59000 H ,0.00000 D,0.13000 D,1.94000 D,,2.02000 S,5.90000 S,0.00000 D
1277,MH560342/2015-16/45546998,7.36000 MAl ,0.38000 N   ,,0.63000 M ,,0.00000 VL,3.72803 VL,506.96000 H ,0.00000 D,0.12000 D,1.66000 D,,2.02000 S,5.90000 S,0.00000 D
1278,MH560342/2015-16/45547000,8.41000 MAl ,0.34000 N   ,,0.57000 M ,,0.00000 VL,2.85085 VL,464.71000 H ,0.00000 D,0.12000 D,1.66000 D,,2.23000 S,6.04000 S,0.00000 D
1279,MH560342/2015-16/45547002,7.38000 MAl ,0.38000 N   ,,0.45000 L ,,0.00000 VL,4.38592 VL,496.40000 H ,0.00000 D,0.12000 D,1.66000 D,,2.23000 S,6.04000 S,0.00000 D
1280,MH560342/2015-16/45547004,7.49000 MAl ,0.33000 N   ,,0.63000 M ,,0.00000 VL,3.72803 VL,718.19000 VH,0.00000 D,0.12000 D,1.66000 D,,2.23000 S,6.04000 S,0.00000 D
1281,MH560342/2015-16/45547006,7.42000 MAl ,0.37000 N   ,,0.75000 M ,,0.00000 VL,6.35958 L ,528.08000 H ,0.00000 D,0.19000 D,1.79000 D,,2.16000 S,5.91000 S,0.00000 D
1282,MH560342/2015-16/45547008,7.46000 MAl ,0.33000 N   ,,0.75000 M ,,0.00000 VL,8.55254 L ,496.40000 H ,0.00000 D,0.19000 D,1.79000 D,,2.16000 S,5.91000 S,0.00000 D
1283,MH560342/2015-16/45547010,7.73000 MAl ,0.23000 N   ,,0.42000 L ,,0.00000 VL,7.67536 L ,390.78000 H ,0.00000 D,0.19000 D,1.79000 D,,2.16000 S,5.91000 S,0.00000 D
1284,MH560342/2015-16/45547012,7.48000 MAl ,0.19000 N   ,,0.42000 L ,,0.00000 VL,13.37706 M ,380.22000 H ,0.00000 D,0.19000 D,1.55000 D,,2.16000 S,5.91000 S,0.00000 D
1285,MH560342/2015-16/45547013,7.33000 MAl ,0.21000 N   ,,0.30000 L ,,0.00000 VL,5.04381 L ,348.53000 H ,0.00000 D,0.13000 D,1.55000 D,,2.21000 S,6.02000 S,0.00000 D
1286,MH560342/2015-16/45547015,7.34000 MAl ,0.21000 N   ,,0.33000 L ,,0.00000 VL,10.08762 M ,443.59000 H ,0.00000 D,0.13000 D,1.55000 D,,2.21000 S,6.02000 S,0.00000 D
1287,MH560342/2015-16/45547017,7.46000 MAl ,0.22000 N   ,,0.39000 L ,,0.00000 VL,4.82451 VL,602.01000 H ,0.00000 D,0.13000 D,1.55000 D,,2.21000 S,6.02000 S,0.00000 D
1288,MH560342/2015-16/45547019,7.40000 MAl ,0.23000 N   ,,0.27000 L ,,0.00000 VL,3.72803 VL,433.03000 H ,0.00000 D,0.12000 D,0.82000 D,,2.15000 S,6.23000 S,0.00000 D
1289,MH560342/2015-16/45547021,7.41000 MAl ,0.25000 N   ,,0.30000 L ,,0.00000 VL,3.07014 VL,422.46000 H ,0.00000 D,0.12000 D,0.82000 D,,2.15000 S,6.23000 S,0.00000 D
1290,MH560342/2015-16/45547023,7.49000 MAl ,0.61000 N   ,,0.48000 L ,,0.00000 VL,6.14029 L ,739.31000 VH,0.00000 D,0.12000 D,0.82000 D,,2.15000 S,6.23000 S,0.00000 D
1291,MH560342/2015-16/45547025,7.50000 MAl ,0.74000 N   ,,0.27000 L ,,0.00000 VL,6.79818 L ,644.26000 H ,0.00000 D,0.58000 D,0.82000 D,,2.13000 S,6.02000 S,0.00000 D
1292,MH560342/2015-16/45547027,7.30000 MAl ,0.55000 N   ,,0.42000 L ,,0.00000 VL,11.18410 M ,802.68000 VH,0.00000 D,0.58000 D,1.86000 D,,2.13000 S,6.02000 S,0.00000 D
1293,MH560342/2015-16/45547029,7.15000 MAl ,0.24000 N   ,,0.39000 L ,,0.00000 VL,6.14029 L ,380.22000 H ,0.00000 D,0.58000 D,1.86000 D,,2.13000 S,6.02000 S,0.00000 D
1294,MH560342/2015-16/45547031,7.20000 MAl ,0.14000 N   ,,0.45000 L ,,0.00000 VL,5.70170 L ,411.90000 H ,0.00000 D,0.58000 D,1.86000 D,,2.13000 S,6.02000 S,0.00000 D
1295,MH560342/2015-16/45547032,7.25000 MAl ,0.15000 N   ,,0.42000 L ,,0.00000 VL,7.67536 L ,369.66000 H ,0.00000 D,0.61000 S,2.59000 D,,2.13000 S,6.22000 S,0.00000 D
1296,MH560342/2015-16/45547034,7.38000 MAl ,0.19000 N   ,,0.30000 L ,,0.00000 VL,6.57888 L ,348.53000 H ,0.00000 D,0.61000 S,2.59000 D,,2.13000 S,6.22000 S,0.00000 D
1297,MH560342/2015-16/45547036,7.66000 MAl ,0.22000 N   ,,0.39000 L ,,0.00000 VL,8.33325 L ,380.22000 H ,0.00000 D,0.61000 S,2.59000 D,,2.13000 S,6.22000 S,0.00000 D
1298,MH560342/2015-16/45547038,7.17000 MAl ,0.47000 N   ,,0.30000 L ,,0.00000 VL,5.26310 L ,359.09000 H ,0.00000 D,0.61000 S,2.59000 D,,2.13000 S,6.18000 S,0.00000 D
1299,MH560342/2015-16/45547040,7.24000 MAl ,0.14000 N   ,,0.33000 L ,,0.00000 VL,6.57888 L ,348.53000 H ,0.00000 D,0.12000 D,1.20000 D,,2.36000 S,6.18000 S,0.00000 D
1300,MH560342/2015-16/45547042,7.18000 MAl ,0.16000 N   ,,0.42000 L ,,0.00000 VL,9.42973 L ,644.26000 H ,0.00000 D,0.12000 D,1.20000 D,,2.36000 S,6.18000 S,0.00000 D
1301,MH560342/2015-16/45547044,7.12000 MAl ,0.13000 N   ,,0.30000 L ,,0.00000 VL,5.92099 L ,401.34000 H ,0.00000 D,0.11000 D,1.20000 D,,2.35000 S,6.18000 S,0.00000 D
1302,MH560342/2015-16/45547046,7.20000 MAl ,0.24000 N   ,,0.33000 L ,,0.00000 VL,9.64902 L ,464.71000 H ,0.00000 D,0.11000 D,1.58000 D,,2.35000 S,6.28000 S,0.00000 D
1303,MH560342/2015-16/45547048,7.56000 MAl ,0.21000 N   ,,0.30000 L ,,0.00000 VL,12.71917 M ,496.40000 H ,0.00000 D,0.11000 D,1.58000 D,,2.35000 S,6.28000 S,0.00000 D
1304,MH560342/2015-16/45547051,7.64000 MAl ,0.28000 N   ,,0.33000 L ,,0.00000 VL,5.26310 L ,411.90000 H ,0.00000 D,0.53000 D,1.55000 D,,2.24000 S,6.70000 S,0.00000 D
1305,MH560342/2015-16/45547053,7.31000 MAl ,0.24000 N   ,,0.30000 L ,,0.00000 VL,7.01747 L ,433.03000 H ,0.00000 D,0.53000 D,1.55000 D,,2.24000 S,6.70000 S,0.00000 D
1306,MH560342/2015-16/45547055,7.53000 MAl ,0.35000 N   ,,0.42000 L ,,0.00000 VL,3.72803 VL,411.90000 H ,0.00000 D,0.53000 D,1.55000 D,,2.24000 S,6.70000 S,0.00000 D
1307,MH560342/2015-16/45547057,7.36000 MAl ,0.21000 N   ,,0.36000 L ,,0.00000 VL,5.70170 L ,591.45000 H ,0.00000 D,0.53000 D,1.55000 D,,2.15000 S,5.85000 S,0.00000 D
1308,MH560342/2015-16/45547059,7.42000 MAl ,0.34000 N   ,,0.27000 L ,,0.00000 VL,7.67536 L ,697.07000 VH,0.00000 D,0.67000 S,1.71000 D,,2.15000 S,5.85000 S,0.00000 D
1309,MH560342/2015-16/45547061,7.53000 MAl ,0.29000 N   ,,0.42000 L ,,0.00000 VL,6.79818 L ,369.66000 H ,0.00000 D,0.67000 S,1.71000 D,,2.15000 S,5.85000 S,0.00000 D
1310,MH560342/2015-16/45547063,7.32000 MAl ,0.32000 N   ,,0.39000 L ,,0.00000 VL,6.14029 L ,802.68000 VH,0.00000 D,0.67000 S,1.71000 D,,2.15000 S,5.85000 S,0.00000 D
1311,MH560342/2015-16/45547065,7.52000 MAl ,0.23000 N   ,,0.30000 L ,,0.00000 VL,5.26310 L ,485.83000 H ,0.00000 D,0.51000 D,1.92000 D,,2.25000 S,6.17000 S,0.00000 D
1312,MH560342/2015-16/45547067,7.40000 MAl ,0.39000 N   ,,0.42000 L ,,0.00000 VL,4.38592 VL,591.45000 H ,0.00000 D,0.51000 D,1.92000 D,,2.25000 S,6.17000 S,0.00000 D
1313,MH560342/2015-16/45547069,7.63000 MAl ,0.27000 N   ,,0.39000 L ,,0.00000 VL,3.94733 VL,644.26000 H ,0.00000 D,0.51000 D,1.92000 D,,2.25000 S,6.17000 S,0.00000 D
1314,MH560342/2015-16/45547071,7.50000 MAl ,0.17000 N   ,,0.33000 L ,,0.00000 VL,5.04381 L ,485.83000 H ,0.00000 D,0.35000 D,1.52000 D,,2.03000 S,5.73000 S,0.00000 D
1315,MH560342/2015-16/45547073,7.29000 MAl ,0.59000 N   ,,0.30000 L ,,0.00000 VL,6.14029 L ,580.89000 H ,0.00000 D,0.35000 D,1.52000 D,,2.03000 S,5.73000 S,0.00000 D
1316,MH560342/2015-16/45547075,7.46000 MAl ,0.13000 N   ,,0.39000 L ,,0.00000 VL,5.92099 L ,644.26000 H ,0.00000 D,0.35000 D,1.52000 D,,2.03000 S,5.73000 S,0.00000 D
1317,MH560342/2015-16/45547076,7.40000 MAl ,0.22000 N   ,,0.33000 L ,,0.00000 VL,6.79818 L ,411.90000 H ,0.00000 D,0.35000 D,1.52000 D,,2.03000 S,5.73000 S,0.00000 D
1318,MH560342/2015-16/45547078,7.36000 MAl ,0.31000 N   ,,0.33000 L ,,0.00000 VL,2.41226 VL,591.45000 H ,0.00000 D,0.35000 D,1.52000 D,,2.03000 S,5.73000 S,0.00000 D
1319,MH560342/2015-16/45547080,7.40000 MAl ,0.33000 N   ,,0.30000 L ,,0.00000 VL,3.07014 VL,401.34000 H ,0.00000 D,0.45000 D,1.53000 D,,2.26000 S,9.02000 S,0.00000 D
1320,MH560342/2015-16/45547082,7.50000 MAl ,0.19000 N   ,,0.27000 L ,,0.00000 VL,3.07014 VL,401.34000 H ,0.00000 D,0.45000 D,1.53000 D,,2.26000 S,9.02000 S,0.00000 D
,Total No Hagdal,"AS - 0
SrAc - 0
HAc - 0
MAc - 0
SlAc - 0
N - 0
MAl - 71
SlAl - 0
",L-  0,,"L - 44
VL - 1 
M - 23
H - 3
VH - 0",,"L - 0
VL - 71
M - 0
H - 0
VH - 0","L - 36
VL - 25 
M - 10
H - 0
VH - 0","L - 0
VL - 0 
M - 4
H - 62
VH - 5","S - 0
D - 71","S - 7
D - 64","S - 0
D - 71
",,"S - 71 
D - 0
","S - 71
D - 0
","S - 0
D - 71
"
